name,english_cname,file_name,genus,species,label
XC482519,California Quail,XC482519.mp3,Callipepla,californica,Callipepla californica
XC312755,California Quail,XC312755.mp3,Callipepla,californica,Callipepla californica
XC481129,California Quail,XC481129.mp3,Callipepla,californica,Callipepla californica
XC153452,California Quail,XC153452.mp3,Callipepla,californica,Callipepla californica
XC144280,California Quail,XC144280.mp3,Callipepla,californica,Callipepla californica
XC408188,California Quail,XC408188.mp3,Callipepla,californica,Callipepla californica
XC124482,California Quail,XC124482.mp3,Callipepla,californica,Callipepla californica
XC373587,California Quail,XC373587.mp3,Callipepla,californica,Callipepla californica
XC319139,California Quail,XC319139.mp3,Callipepla,californica,Callipepla californica
XC109664,California Quail,XC109664.mp3,Callipepla,californica,Callipepla californica
XC481137,California Quail,XC481137.mp3,Callipepla,californica,Callipepla californica
XC153487,California Quail,XC153487.mp3,Callipepla,californica,Callipepla californica
XC172403,California Quail,XC172403.mp3,Callipepla,californica,Callipepla californica
XC347903,California Quail,XC347903.mp3,Callipepla,californica,Callipepla californica
XC481139,California Quail,XC481139.mp3,Callipepla,californica,Callipepla californica
XC346215,California Quail,XC346215.mp3,Callipepla,californica,Callipepla californica
XC378150,California Quail,XC378150.mp3,Callipepla,californica,Callipepla californica
XC377109,California Quail,XC377109.mp3,Callipepla,californica,Callipepla californica
XC297460,California Quail,XC297460.mp3,Callipepla,californica,Callipepla californica
XC297459,California Quail,XC297459.mp3,Callipepla,californica,Callipepla californica
XC481140,California Quail,XC481140.mp3,Callipepla,californica,Callipepla californica
XC153486,California Quail,XC153486.mp3,Callipepla,californica,Callipepla californica
XC364572,California Quail,XC364572.mp3,Callipepla,californica,Callipepla californica
XC322041,California Quail,XC322041.mp3,Callipepla,californica,Callipepla californica
XC109825,California Quail,XC109825.mp3,Callipepla,californica,Callipepla californica
XC187306,California Quail,XC187306.mp3,Callipepla,californica,Callipepla californica
XC418522,California Quail,XC418522.mp3,Callipepla,californica,Callipepla californica
XC343075,California Scrub Jay,XC343075.mp3,Aphelocoma,californica,Aphelocoma californica
XC332646,California Scrub Jay,XC332646.mp3,Aphelocoma,californica,Aphelocoma californica
XC481205,California Scrub Jay,XC481205.mp3,Aphelocoma,californica,Aphelocoma californica
XC349731,California Scrub Jay,XC349731.mp3,Aphelocoma,californica,Aphelocoma californica
XC110976,California Scrub Jay,XC110976.mp3,Aphelocoma,californica,Aphelocoma californica
XC470501,California Scrub Jay,XC470501.mp3,Aphelocoma,californica,Aphelocoma californica
XC163700,California Scrub Jay,XC163700.mp3,Aphelocoma,californica,Aphelocoma californica
XC306317,California Scrub Jay,XC306317.mp3,Aphelocoma,californica,Aphelocoma californica
XC355523,California Scrub Jay,XC355523.mp3,Aphelocoma,californica,Aphelocoma californica
XC360974,California Scrub Jay,XC360974.mp3,Aphelocoma,californica,Aphelocoma californica
XC267308,California Scrub Jay,XC267308.mp3,Aphelocoma,californica,Aphelocoma californica
XC163703,California Scrub Jay,XC163703.mp3,Aphelocoma,californica,Aphelocoma californica
XC163708,California Scrub Jay,XC163708.mp3,Aphelocoma,californica,Aphelocoma californica
XC163707,California Scrub Jay,XC163707.mp3,Aphelocoma,californica,Aphelocoma californica
XC355524,California Scrub Jay,XC355524.mp3,Aphelocoma,californica,Aphelocoma californica
XC103052,California Scrub Jay,XC103052.mp3,Aphelocoma,californica,Aphelocoma californica
XC218861,California Scrub Jay,XC218861.mp3,Aphelocoma,californica,Aphelocoma californica
XC218862,California Scrub Jay,XC218862.mp3,Aphelocoma,californica,Aphelocoma californica
XC408287,California Scrub Jay,XC408287.mp3,Aphelocoma,californica,Aphelocoma californica
XC163705,California Scrub Jay,XC163705.mp3,Aphelocoma,californica,Aphelocoma californica
XC270240,California Scrub Jay,XC270240.mp3,Aphelocoma,californica,Aphelocoma californica
XC470498,California Scrub Jay,XC470498.mp3,Aphelocoma,californica,Aphelocoma californica
XC355525,California Scrub Jay,XC355525.mp3,Aphelocoma,californica,Aphelocoma californica
XC335427,California Scrub Jay,XC335427.mp3,Aphelocoma,californica,Aphelocoma californica
XC125260,California Scrub Jay,XC125260.mp3,Aphelocoma,californica,Aphelocoma californica
XC90153,California Scrub Jay,XC90153.mp3,Aphelocoma,californica,Aphelocoma californica
XC88990,California Scrub Jay,XC88990.mp3,Aphelocoma,californica,Aphelocoma californica
XC347904,California Scrub Jay,XC347904.mp3,Aphelocoma,californica,Aphelocoma californica
XC376287,California Scrub Jay,XC376287.mp3,Aphelocoma,californica,Aphelocoma californica
XC297455,California Scrub Jay,XC297455.mp3,Aphelocoma,californica,Aphelocoma californica
XC231512,California Thrasher,XC231512.mp3,Toxostoma,redivivum,Toxostoma redivivum
XC306168,California Thrasher,XC306168.mp3,Toxostoma,redivivum,Toxostoma redivivum
XC198733,California Thrasher,XC198733.mp3,Toxostoma,redivivum,Toxostoma redivivum
XC7422,California Thrasher,XC7422.mp3,Toxostoma,redivivum,Toxostoma redivivum
XC426310,California Thrasher,XC426310.mp3,Toxostoma,redivivum,Toxostoma redivivum
XC297434,California Thrasher,XC297434.mp3,Toxostoma,redivivum,Toxostoma redivivum
XC400990,California Thrasher,XC400990.mp3,Toxostoma,redivivum,Toxostoma redivivum
XC17822,California Thrasher,XC17822.mp3,Toxostoma,redivivum,Toxostoma redivivum
XC70739,California Thrasher,XC70739.mp3,Toxostoma,redivivum,Toxostoma redivivum
XC350280,California Thrasher,XC350280.mp3,Toxostoma,redivivum,Toxostoma redivivum
XC408164,California Thrasher,XC408164.mp3,Toxostoma,redivivum,Toxostoma redivivum
XC109826,California Thrasher,XC109826.mp3,Toxostoma,redivivum,Toxostoma redivivum
XC244515,California Thrasher,XC244515.mp3,Toxostoma,redivivum,Toxostoma redivivum
XC408163,California Thrasher,XC408163.mp3,Toxostoma,redivivum,Toxostoma redivivum
XC307220,California Thrasher,XC307220.mp3,Toxostoma,redivivum,Toxostoma redivivum
XC231510,California Thrasher,XC231510.mp3,Toxostoma,redivivum,Toxostoma redivivum
XC30594,California Thrasher,XC30594.mp3,Toxostoma,redivivum,Toxostoma redivivum
XC17823,California Thrasher,XC17823.mp3,Toxostoma,redivivum,Toxostoma redivivum
XC408602,California Thrasher,XC408602.mp3,Toxostoma,redivivum,Toxostoma redivivum
XC341392,California Thrasher,XC341392.mp3,Toxostoma,redivivum,Toxostoma redivivum
XC109827,California Thrasher,XC109827.mp3,Toxostoma,redivivum,Toxostoma redivivum
XC256607,California Thrasher,XC256607.mp3,Toxostoma,redivivum,Toxostoma redivivum
XC231508,California Thrasher,XC231508.mp3,Toxostoma,redivivum,Toxostoma redivivum
XC404196,California Thrasher,XC404196.mp3,Toxostoma,redivivum,Toxostoma redivivum
XC283694,California Thrasher,XC283694.mp3,Toxostoma,redivivum,Toxostoma redivivum
XC294567,California Thrasher,XC294567.mp3,Toxostoma,redivivum,Toxostoma redivivum
XC121010,California Thrasher,XC121010.mp3,Toxostoma,redivivum,Toxostoma redivivum
XC351926,California Thrasher,XC351926.mp3,Toxostoma,redivivum,Toxostoma redivivum
XC351944,California Thrasher,XC351944.mp3,Toxostoma,redivivum,Toxostoma redivivum
XC17824,California Thrasher,XC17824.mp3,Toxostoma,redivivum,Toxostoma redivivum
XC482881,California Towhee,XC482881.mp3,Melozone,crissalis,Melozone crissalis
XC307086,California Towhee,XC307086.mp3,Melozone,crissalis,Melozone crissalis
XC126370,California Towhee,XC126370.mp3,Melozone,crissalis,Melozone crissalis
XC126406,California Towhee,XC126406.mp3,Melozone,crissalis,Melozone crissalis
XC100213,California Towhee,XC100213.mp3,Melozone,crissalis,Melozone crissalis
XC145567,California Towhee,XC145567.mp3,Melozone,crissalis,Melozone crissalis
XC408158,California Towhee,XC408158.mp3,Melozone,crissalis,Melozone crissalis
XC122635,California Towhee,XC122635.mp3,Melozone,crissalis,Melozone crissalis
XC297451,California Towhee,XC297451.mp3,Melozone,crissalis,Melozone crissalis
XC184234,California Towhee,XC184234.mp3,Melozone,crissalis,Melozone crissalis
XC125783,California Towhee,XC125783.mp3,Melozone,crissalis,Melozone crissalis
XC17812,California Towhee,XC17812.mp3,Melozone,crissalis,Melozone crissalis
XC17811,California Towhee,XC17811.mp3,Melozone,crissalis,Melozone crissalis
XC17810,California Towhee,XC17810.mp3,Melozone,crissalis,Melozone crissalis
XC135686,California Towhee,XC135686.mp3,Melozone,crissalis,Melozone crissalis
XC409059,California Towhee,XC409059.mp3,Melozone,crissalis,Melozone crissalis
XC482882,California Towhee,XC482882.mp3,Melozone,crissalis,Melozone crissalis
XC126412,California Towhee,XC126412.mp3,Melozone,crissalis,Melozone crissalis
XC297452,California Towhee,XC297452.mp3,Melozone,crissalis,Melozone crissalis
XC451012,California Towhee,XC451012.mp3,Melozone,crissalis,Melozone crissalis
XC228169,California Towhee,XC228169.mp3,Melozone,crissalis,Melozone crissalis
XC235965,California Towhee,XC235965.mp3,Melozone,crissalis,Melozone crissalis
XC125798,California Towhee,XC125798.mp3,Melozone,crissalis,Melozone crissalis
XC131478,California Towhee,XC131478.mp3,Melozone,crissalis,Melozone crissalis
XC131470,California Towhee,XC131470.mp3,Melozone,crissalis,Melozone crissalis
XC449577,California Towhee,XC449577.mp3,Melozone,crissalis,Melozone crissalis
XC228168,California Towhee,XC228168.mp3,Melozone,crissalis,Melozone crissalis
XC297483,California Towhee,XC297483.mp3,Melozone,crissalis,Melozone crissalis
XC72973,California Towhee,XC72973.mp3,Melozone,crissalis,Melozone crissalis
XC412851,California Towhee,XC412851.mp3,Melozone,crissalis,Melozone crissalis
XC253254,Canyon Wren,XC253254.mp3,Catherpes,mexicanus,Catherpes mexicanus
XC253901,Canyon Wren,XC253901.mp3,Catherpes,mexicanus,Catherpes mexicanus
XC100600,Canyon Wren,XC100600.mp3,Catherpes,mexicanus,Catherpes mexicanus
XC140012,Canyon Wren,XC140012.mp3,Catherpes,mexicanus,Catherpes mexicanus
XC322511,Canyon Wren,XC322511.mp3,Catherpes,mexicanus,Catherpes mexicanus
XC449572,Canyon Wren,XC449572.mp3,Catherpes,mexicanus,Catherpes mexicanus
XC316776,Canyon Wren,XC316776.mp3,Catherpes,mexicanus,Catherpes mexicanus
XC299261,Canyon Wren,XC299261.mp3,Catherpes,mexicanus,Catherpes mexicanus
XC432933,Canyon Wren,XC432933.mp3,Catherpes,mexicanus,Catherpes mexicanus
XC237154,Canyon Wren,XC237154.mp3,Catherpes,mexicanus,Catherpes mexicanus
XC351185,Canyon Wren,XC351185.mp3,Catherpes,mexicanus,Catherpes mexicanus
XC215792,Canyon Wren,XC215792.mp3,Catherpes,mexicanus,Catherpes mexicanus
XC461561,Canyon Wren,XC461561.mp3,Catherpes,mexicanus,Catherpes mexicanus
XC206349,Canyon Wren,XC206349.mp3,Catherpes,mexicanus,Catherpes mexicanus
XC358881,Canyon Wren,XC358881.mp3,Catherpes,mexicanus,Catherpes mexicanus
XC351183,Canyon Wren,XC351183.mp3,Catherpes,mexicanus,Catherpes mexicanus
XC194508,Canyon Wren,XC194508.mp3,Catherpes,mexicanus,Catherpes mexicanus
XC128258,Canyon Wren,XC128258.mp3,Catherpes,mexicanus,Catherpes mexicanus
XC115815,Canyon Wren,XC115815.mp3,Catherpes,mexicanus,Catherpes mexicanus
XC306679,Canyon Wren,XC306679.mp3,Catherpes,mexicanus,Catherpes mexicanus
XC389600,Canyon Wren,XC389600.mp3,Catherpes,mexicanus,Catherpes mexicanus
XC170089,Canyon Wren,XC170089.mp3,Catherpes,mexicanus,Catherpes mexicanus
XC244240,Canyon Wren,XC244240.mp3,Catherpes,mexicanus,Catherpes mexicanus
XC187303,Canyon Wren,XC187303.mp3,Catherpes,mexicanus,Catherpes mexicanus
XC315411,Canyon Wren,XC315411.mp3,Catherpes,mexicanus,Catherpes mexicanus
XC255299,Canyon Wren,XC255299.mp3,Catherpes,mexicanus,Catherpes mexicanus
XC351126,Canyon Wren,XC351126.mp3,Catherpes,mexicanus,Catherpes mexicanus
XC351288,Canyon Wren,XC351288.mp3,Catherpes,mexicanus,Catherpes mexicanus
XC330125,Canyon Wren,XC330125.mp3,Catherpes,mexicanus,Catherpes mexicanus
XC320592,Canyon Wren,XC320592.mp3,Catherpes,mexicanus,Catherpes mexicanus
XC291010,Cassin's Finch,XC291010.mp3,Haemorhous,cassinii,Haemorhous cassinii
XC218169,Cassin's Finch,XC218169.mp3,Haemorhous,cassinii,Haemorhous cassinii
XC256576,Cassin's Finch,XC256576.mp3,Haemorhous,cassinii,Haemorhous cassinii
XC220513,Cassin's Finch,XC220513.mp3,Haemorhous,cassinii,Haemorhous cassinii
XC448833,Cassin's Finch,XC448833.mp3,Haemorhous,cassinii,Haemorhous cassinii
XC218167,Cassin's Finch,XC218167.mp3,Haemorhous,cassinii,Haemorhous cassinii
XC408589,Cassin's Finch,XC408589.mp3,Haemorhous,cassinii,Haemorhous cassinii
XC256088,Cassin's Finch,XC256088.mp3,Haemorhous,cassinii,Haemorhous cassinii
XC220517,Cassin's Finch,XC220517.mp3,Haemorhous,cassinii,Haemorhous cassinii
XC218168,Cassin's Finch,XC218168.mp3,Haemorhous,cassinii,Haemorhous cassinii
XC220514,Cassin's Finch,XC220514.mp3,Haemorhous,cassinii,Haemorhous cassinii
XC324997,Cassin's Finch,XC324997.mp3,Haemorhous,cassinii,Haemorhous cassinii
XC114090,Cassin's Finch,XC114090.mp3,Haemorhous,cassinii,Haemorhous cassinii
XC453739,Cassin's Finch,XC453739.mp3,Haemorhous,cassinii,Haemorhous cassinii
XC346216,Cassin's Finch,XC346216.mp3,Haemorhous,cassinii,Haemorhous cassinii
XC378492,Cassin's Finch,XC378492.mp3,Haemorhous,cassinii,Haemorhous cassinii
XC253943,Cassin's Finch,XC253943.mp3,Haemorhous,cassinii,Haemorhous cassinii
XC247320,Cassin's Finch,XC247320.mp3,Haemorhous,cassinii,Haemorhous cassinii
XC418276,Cassin's Finch,XC418276.mp3,Haemorhous,cassinii,Haemorhous cassinii
XC320084,Cassin's Finch,XC320084.mp3,Haemorhous,cassinii,Haemorhous cassinii
XC247688,Cassin's Finch,XC247688.mp3,Haemorhous,cassinii,Haemorhous cassinii
XC428807,Cassin's Finch,XC428807.mp3,Haemorhous,cassinii,Haemorhous cassinii
XC371240,Cassin's Finch,XC371240.mp3,Haemorhous,cassinii,Haemorhous cassinii
XC373516,Cassin's Finch,XC373516.mp3,Haemorhous,cassinii,Haemorhous cassinii
XC325006,Cassin's Finch,XC325006.mp3,Haemorhous,cassinii,Haemorhous cassinii
XC475283,Cassin's Finch,XC475283.mp3,Haemorhous,cassinii,Haemorhous cassinii
XC218075,Cassin's Finch,XC218075.mp3,Haemorhous,cassinii,Haemorhous cassinii
XC247689,Cassin's Finch,XC247689.mp3,Haemorhous,cassinii,Haemorhous cassinii
XC408300,Cassin's Finch,XC408300.mp3,Haemorhous,cassinii,Haemorhous cassinii
XC374629,Cassin's Finch,XC374629.mp3,Haemorhous,cassinii,Haemorhous cassinii
XC128912,Cassin's Vireo,XC128912.mp3,Vireo,cassinii,Vireo cassinii
XC388711,Cassin's Vireo,XC388711.mp3,Vireo,cassinii,Vireo cassinii
XC283560,Cassin's Vireo,XC283560.mp3,Vireo,cassinii,Vireo cassinii
XC483025,Cassin's Vireo,XC483025.mp3,Vireo,cassinii,Vireo cassinii
XC483026,Cassin's Vireo,XC483026.mp3,Vireo,cassinii,Vireo cassinii
XC283558,Cassin's Vireo,XC283558.mp3,Vireo,cassinii,Vireo cassinii
XC379329,Cassin's Vireo,XC379329.mp3,Vireo,cassinii,Vireo cassinii
XC379144,Cassin's Vireo,XC379144.mp3,Vireo,cassinii,Vireo cassinii
XC136030,Cassin's Vireo,XC136030.mp3,Vireo,cassinii,Vireo cassinii
XC447216,Cassin's Vireo,XC447216.mp3,Vireo,cassinii,Vireo cassinii
XC375751,Cassin's Vireo,XC375751.mp3,Vireo,cassinii,Vireo cassinii
XC187313,Cassin's Vireo,XC187313.mp3,Vireo,cassinii,Vireo cassinii
XC483016,Cassin's Vireo,XC483016.mp3,Vireo,cassinii,Vireo cassinii
XC181413,Cassin's Vireo,XC181413.mp3,Vireo,cassinii,Vireo cassinii
XC156438,Cassin's Vireo,XC156438.mp3,Vireo,cassinii,Vireo cassinii
XC239813,Cassin's Vireo,XC239813.mp3,Vireo,cassinii,Vireo cassinii
XC237092,Cassin's Vireo,XC237092.mp3,Vireo,cassinii,Vireo cassinii
XC156439,Cassin's Vireo,XC156439.mp3,Vireo,cassinii,Vireo cassinii
XC76908,Cassin's Vireo,XC76908.mp3,Vireo,cassinii,Vireo cassinii
XC447218,Cassin's Vireo,XC447218.mp3,Vireo,cassinii,Vireo cassinii
XC483024,Cassin's Vireo,XC483024.mp3,Vireo,cassinii,Vireo cassinii
XC418112,Cassin's Vireo,XC418112.mp3,Vireo,cassinii,Vireo cassinii
XC483019,Cassin's Vireo,XC483019.mp3,Vireo,cassinii,Vireo cassinii
XC447220,Cassin's Vireo,XC447220.mp3,Vireo,cassinii,Vireo cassinii
XC102950,Cassin's Vireo,XC102950.mp3,Vireo,cassinii,Vireo cassinii
XC418224,Cassin's Vireo,XC418224.mp3,Vireo,cassinii,Vireo cassinii
XC103096,Cassin's Vireo,XC103096.mp3,Vireo,cassinii,Vireo cassinii
XC131556,Cassin's Vireo,XC131556.mp3,Vireo,cassinii,Vireo cassinii
XC234553,Cassin's Vireo,XC234553.mp3,Vireo,cassinii,Vireo cassinii
XC103095,Cassin's Vireo,XC103095.mp3,Vireo,cassinii,Vireo cassinii
XC363162,Chestnut-backed Chickadee,XC363162.mp3,Poecile,rufescens,Poecile rufescens
XC362959,Chestnut-backed Chickadee,XC362959.mp3,Poecile,rufescens,Poecile rufescens
XC364337,Chestnut-backed Chickadee,XC364337.mp3,Poecile,rufescens,Poecile rufescens
XC363150,Chestnut-backed Chickadee,XC363150.mp3,Poecile,rufescens,Poecile rufescens
XC363200,Chestnut-backed Chickadee,XC363200.mp3,Poecile,rufescens,Poecile rufescens
XC109595,Chestnut-backed Chickadee,XC109595.mp3,Poecile,rufescens,Poecile rufescens
XC297464,Chestnut-backed Chickadee,XC297464.mp3,Poecile,rufescens,Poecile rufescens
XC362958,Chestnut-backed Chickadee,XC362958.mp3,Poecile,rufescens,Poecile rufescens
XC92190,Chestnut-backed Chickadee,XC92190.mp3,Poecile,rufescens,Poecile rufescens
XC443469,Chestnut-backed Chickadee,XC443469.mp3,Poecile,rufescens,Poecile rufescens
XC363140,Chestnut-backed Chickadee,XC363140.mp3,Poecile,rufescens,Poecile rufescens
XC364357,Chestnut-backed Chickadee,XC364357.mp3,Poecile,rufescens,Poecile rufescens
XC325018,Chestnut-backed Chickadee,XC325018.mp3,Poecile,rufescens,Poecile rufescens
XC364352,Chestnut-backed Chickadee,XC364352.mp3,Poecile,rufescens,Poecile rufescens
XC408015,Chestnut-backed Chickadee,XC408015.mp3,Poecile,rufescens,Poecile rufescens
XC72975,Chestnut-backed Chickadee,XC72975.mp3,Poecile,rufescens,Poecile rufescens
XC363955,Chestnut-backed Chickadee,XC363955.mp3,Poecile,rufescens,Poecile rufescens
XC352289,Chestnut-backed Chickadee,XC352289.mp3,Poecile,rufescens,Poecile rufescens
XC125469,Chestnut-backed Chickadee,XC125469.mp3,Poecile,rufescens,Poecile rufescens
XC201401,Chestnut-backed Chickadee,XC201401.mp3,Poecile,rufescens,Poecile rufescens
XC364353,Chestnut-backed Chickadee,XC364353.mp3,Poecile,rufescens,Poecile rufescens
XC105754,Chestnut-backed Chickadee,XC105754.mp3,Poecile,rufescens,Poecile rufescens
XC105731,Chestnut-backed Chickadee,XC105731.mp3,Poecile,rufescens,Poecile rufescens
XC89915,Chestnut-backed Chickadee,XC89915.mp3,Poecile,rufescens,Poecile rufescens
XC109655,Chestnut-backed Chickadee,XC109655.mp3,Poecile,rufescens,Poecile rufescens
XC362937,Chestnut-backed Chickadee,XC362937.mp3,Poecile,rufescens,Poecile rufescens
XC28255,Chestnut-backed Chickadee,XC28255.mp3,Poecile,rufescens,Poecile rufescens
XC28256,Chestnut-backed Chickadee,XC28256.mp3,Poecile,rufescens,Poecile rufescens
XC28258,Chestnut-backed Chickadee,XC28258.mp3,Poecile,rufescens,Poecile rufescens
XC105732,Chestnut-backed Chickadee,XC105732.mp3,Poecile,rufescens,Poecile rufescens
XC448838,Clark's Nutcracker,XC448838.mp3,Nucifraga,columbiana,Nucifraga columbiana
XC182588,Clark's Nutcracker,XC182588.mp3,Nucifraga,columbiana,Nucifraga columbiana
XC381514,Clark's Nutcracker,XC381514.mp3,Nucifraga,columbiana,Nucifraga columbiana
XC422410,Clark's Nutcracker,XC422410.mp3,Nucifraga,columbiana,Nucifraga columbiana
XC182586,Clark's Nutcracker,XC182586.mp3,Nucifraga,columbiana,Nucifraga columbiana
XC210629,Clark's Nutcracker,XC210629.mp3,Nucifraga,columbiana,Nucifraga columbiana
XC121020,Clark's Nutcracker,XC121020.mp3,Nucifraga,columbiana,Nucifraga columbiana
XC182585,Clark's Nutcracker,XC182585.mp3,Nucifraga,columbiana,Nucifraga columbiana
XC391598,Clark's Nutcracker,XC391598.mp3,Nucifraga,columbiana,Nucifraga columbiana
XC409952,Clark's Nutcracker,XC409952.mp3,Nucifraga,columbiana,Nucifraga columbiana
XC144070,Clark's Nutcracker,XC144070.mp3,Nucifraga,columbiana,Nucifraga columbiana
XC182587,Clark's Nutcracker,XC182587.mp3,Nucifraga,columbiana,Nucifraga columbiana
XC383041,Clark's Nutcracker,XC383041.mp3,Nucifraga,columbiana,Nucifraga columbiana
XC325014,Clark's Nutcracker,XC325014.mp3,Nucifraga,columbiana,Nucifraga columbiana
XC121019,Clark's Nutcracker,XC121019.mp3,Nucifraga,columbiana,Nucifraga columbiana
XC13318,Clark's Nutcracker,XC13318.mp3,Nucifraga,columbiana,Nucifraga columbiana
XC394917,Clark's Nutcracker,XC394917.mp3,Nucifraga,columbiana,Nucifraga columbiana
XC256083,Clark's Nutcracker,XC256083.mp3,Nucifraga,columbiana,Nucifraga columbiana
XC256082,Clark's Nutcracker,XC256082.mp3,Nucifraga,columbiana,Nucifraga columbiana
XC451198,Clark's Nutcracker,XC451198.mp3,Nucifraga,columbiana,Nucifraga columbiana
XC373515,Clark's Nutcracker,XC373515.mp3,Nucifraga,columbiana,Nucifraga columbiana
XC330213,Clark's Nutcracker,XC330213.mp3,Nucifraga,columbiana,Nucifraga columbiana
XC451196,Clark's Nutcracker,XC451196.mp3,Nucifraga,columbiana,Nucifraga columbiana
XC394915,Clark's Nutcracker,XC394915.mp3,Nucifraga,columbiana,Nucifraga columbiana
XC166256,Clark's Nutcracker,XC166256.mp3,Nucifraga,columbiana,Nucifraga columbiana
XC448839,Clark's Nutcracker,XC448839.mp3,Nucifraga,columbiana,Nucifraga columbiana
XC451195,Clark's Nutcracker,XC451195.mp3,Nucifraga,columbiana,Nucifraga columbiana
XC382746,Clark's Nutcracker,XC382746.mp3,Nucifraga,columbiana,Nucifraga columbiana
XC408596,Clark's Nutcracker,XC408596.mp3,Nucifraga,columbiana,Nucifraga columbiana
XC488843,Clark's Nutcracker,XC488843.mp3,Nucifraga,columbiana,Nucifraga columbiana
XC104040,Common Poorwill,XC104040.mp3,Phalaenoptilus,nuttallii,Phalaenoptilus nuttallii
XC292691,Common Poorwill,XC292691.mp3,Phalaenoptilus,nuttallii,Phalaenoptilus nuttallii
XC490763,Common Poorwill,XC490763.mp3,Phalaenoptilus,nuttallii,Phalaenoptilus nuttallii
XC292690,Common Poorwill,XC292690.mp3,Phalaenoptilus,nuttallii,Phalaenoptilus nuttallii
XC407880,Common Poorwill,XC407880.mp3,Phalaenoptilus,nuttallii,Phalaenoptilus nuttallii
XC150237,Common Poorwill,XC150237.mp3,Phalaenoptilus,nuttallii,Phalaenoptilus nuttallii
XC109851,Common Poorwill,XC109851.mp3,Phalaenoptilus,nuttallii,Phalaenoptilus nuttallii
XC234007,Common Poorwill,XC234007.mp3,Phalaenoptilus,nuttallii,Phalaenoptilus nuttallii
XC407881,Common Poorwill,XC407881.mp3,Phalaenoptilus,nuttallii,Phalaenoptilus nuttallii
XC234734,Common Poorwill,XC234734.mp3,Phalaenoptilus,nuttallii,Phalaenoptilus nuttallii
XC304194,Common Poorwill,XC304194.mp3,Phalaenoptilus,nuttallii,Phalaenoptilus nuttallii
XC331656,Common Poorwill,XC331656.mp3,Phalaenoptilus,nuttallii,Phalaenoptilus nuttallii
XC402143,Common Poorwill,XC402143.mp3,Phalaenoptilus,nuttallii,Phalaenoptilus nuttallii
XC359467,Common Poorwill,XC359467.mp3,Phalaenoptilus,nuttallii,Phalaenoptilus nuttallii
XC394930,Common Poorwill,XC394930.mp3,Phalaenoptilus,nuttallii,Phalaenoptilus nuttallii
XC212856,Common Poorwill,XC212856.mp3,Phalaenoptilus,nuttallii,Phalaenoptilus nuttallii
XC394929,Common Poorwill,XC394929.mp3,Phalaenoptilus,nuttallii,Phalaenoptilus nuttallii
XC394928,Common Poorwill,XC394928.mp3,Phalaenoptilus,nuttallii,Phalaenoptilus nuttallii
XC303013,Common Poorwill,XC303013.mp3,Phalaenoptilus,nuttallii,Phalaenoptilus nuttallii
XC375915,Common Poorwill,XC375915.mp3,Phalaenoptilus,nuttallii,Phalaenoptilus nuttallii
XC304192,Common Poorwill,XC304192.mp3,Phalaenoptilus,nuttallii,Phalaenoptilus nuttallii
XC313116,Common Poorwill,XC313116.mp3,Phalaenoptilus,nuttallii,Phalaenoptilus nuttallii
XC289205,Common Poorwill,XC289205.mp3,Phalaenoptilus,nuttallii,Phalaenoptilus nuttallii
XC408966,Common Poorwill,XC408966.mp3,Phalaenoptilus,nuttallii,Phalaenoptilus nuttallii
XC461560,Common Poorwill,XC461560.mp3,Phalaenoptilus,nuttallii,Phalaenoptilus nuttallii
XC289195,Common Poorwill,XC289195.mp3,Phalaenoptilus,nuttallii,Phalaenoptilus nuttallii
XC169790,Common Poorwill,XC169790.mp3,Phalaenoptilus,nuttallii,Phalaenoptilus nuttallii
XC394927,Common Poorwill,XC394927.mp3,Phalaenoptilus,nuttallii,Phalaenoptilus nuttallii
XC313093,Common Poorwill,XC313093.mp3,Phalaenoptilus,nuttallii,Phalaenoptilus nuttallii
XC313807,Common Poorwill,XC313807.mp3,Phalaenoptilus,nuttallii,Phalaenoptilus nuttallii
XC490877,Common Yellowthroat,XC490877.mp3,Geothlypis,trichas,Geothlypis trichas
XC307202,Common Yellowthroat,XC307202.mp3,Geothlypis,trichas,Geothlypis trichas
XC233987,Common Yellowthroat,XC233987.mp3,Geothlypis,trichas,Geothlypis trichas
XC483964,Common Yellowthroat,XC483964.mp3,Geothlypis,trichas,Geothlypis trichas
XC330130,Common Yellowthroat,XC330130.mp3,Geothlypis,trichas,Geothlypis trichas
XC283690,Common Yellowthroat,XC283690.mp3,Geothlypis,trichas,Geothlypis trichas
XC339895,Common Yellowthroat,XC339895.mp3,Geothlypis,trichas,Geothlypis trichas
XC449574,Common Yellowthroat,XC449574.mp3,Geothlypis,trichas,Geothlypis trichas
XC253685,Common Yellowthroat,XC253685.mp3,Geothlypis,trichas,Geothlypis trichas
XC265126,Common Yellowthroat,XC265126.mp3,Geothlypis,trichas,Geothlypis trichas
XC450766,Common Yellowthroat,XC450766.mp3,Geothlypis,trichas,Geothlypis trichas
XC490926,Common Yellowthroat,XC490926.mp3,Geothlypis,trichas,Geothlypis trichas
XC235952,Common Yellowthroat,XC235952.mp3,Geothlypis,trichas,Geothlypis trichas
XC416306,Common Yellowthroat,XC416306.mp3,Geothlypis,trichas,Geothlypis trichas
XC131472,Common Yellowthroat,XC131472.mp3,Geothlypis,trichas,Geothlypis trichas
XC375271,Common Yellowthroat,XC375271.mp3,Geothlypis,trichas,Geothlypis trichas
